"id","status_group"
"19035","functional needs repair"
"46630","non functional"
"15059","non functional"
"32074","functional"
"39871","functional"
"32047","non functional"
"9958","functional needs repair"
"38679","non functional"
"67067","non functional"
"45840","functional"
"71345","functional needs repair"
"28783","non functional"
"56300","non functional"
"25363","non functional"
"57254","functional needs repair"
"4852","functional needs repair"
"37650","non functional"
"37830","functional needs repair"
"55583","functional"
"47834","functional needs repair"
"33053","functional needs repair"
"40053","functional needs repair"
"35615","functional"
"41935","functional needs repair"
"53719","functional needs repair"
"42782","non functional"
"24343","non functional"
"44635","functional"
"46200","non functional"
"31185","non functional"
"16460","functional needs repair"
"17353","functional needs repair"
"5891","functional"
"24375","non functional"
"5203","non functional"
"62385","non functional"
"56459","functional needs repair"
"29879","functional"
"51522","functional needs repair"
"35245","functional"
"40141","non functional"
"4870","non functional"
"29726","non functional"
"43211","non functional"
"62320","functional needs repair"
"49299","functional"
"35963","non functional"
"24820","non functional"
"31300","functional needs repair"
"47524","non functional"
"3102","functional"
"65536","functional"
"61221","functional needs repair"
"72699","non functional"
"67398","functional needs repair"
"13994","functional needs repair"
"27826","functional"
"1379","functional needs repair"
"2681","functional"
"53171","non functional"
"2389","functional needs repair"
"55799","functional"
"59952","functional"
"13243","functional needs repair"
"52845","non functional"
"7141","functional needs repair"
"36793","functional needs repair"
"28913","non functional"
"22001","non functional"
"38907","functional"
"11162","functional needs repair"
"31701","non functional"
"19800","functional"
"68622","functional"
"36197","non functional"
"41645","non functional"
"41299","functional"
"63689","functional"
"64196","functional needs repair"
"3309","functional needs repair"
"60962","functional"
"69933","non functional"
"58960","functional needs repair"
"52915","functional"
"24332","functional"
"46346","non functional"
"73840","functional"
"20540","non functional"
"25032","functional needs repair"
"55800","functional needs repair"
"30448","functional"
"31637","functional"
"57334","functional"
"19040","non functional"
"16127","non functional"
"18166","functional"
"37428","functional needs repair"
"60465","functional needs repair"
"38724","functional"
"56443","non functional"
"13307","functional"
"40329","functional needs repair"
"845","functional needs repair"
"36907","functional needs repair"
"39583","functional needs repair"
"29041","functional needs repair"
"57528","non functional"
"33196","functional"
"14740","non functional"
"52667","functional"
"403","functional"
"59130","functional needs repair"
"45426","functional needs repair"
"66786","functional needs repair"
"53110","functional"
"12745","functional"
"26571","functional"
"21083","non functional"
"55246","functional needs repair"
"23085","functional needs repair"
"41860","functional needs repair"
"65999","non functional"
"4741","functional needs repair"
"8189","functional needs repair"
"45623","non functional"
"51651","non functional"
"3575","non functional"
"73396","functional"
"70645","functional needs repair"
"55369","functional"
"16473","non functional"
"68346","non functional"
"9481","functional"
"21439","functional"
"835","non functional"
"24667","non functional"
"64713","functional needs repair"
"35303","functional"
"62990","functional needs repair"
"40591","non functional"
"15240","non functional"
"36088","non functional"
"18110","functional"
"2314","functional needs repair"
"14209","functional needs repair"
"44542","non functional"
"16684","non functional"
"18841","non functional"
"12368","functional"
"60453","functional needs repair"
"66939","functional needs repair"
"69334","non functional"
"50057","non functional"
"59836","functional needs repair"
"44365","non functional"
"23168","functional"
"27877","non functional"
"23909","functional needs repair"
"15424","functional needs repair"
"46084","non functional"
"26292","functional needs repair"
"28159","functional"
"57935","functional needs repair"
"48599","functional needs repair"
"768","non functional"
"62438","functional"
"27414","functional needs repair"
"46750","functional needs repair"
"16436","non functional"
"32535","non functional"
"41758","functional"
"66899","functional"
"24670","non functional"
"31459","functional"
"66195","functional needs repair"
"54881","functional needs repair"
"52075","functional"
"41587","functional needs repair"
"60141","functional"
"41043","functional"
"43950","functional needs repair"
"48121","non functional"
"65965","non functional"
"70664","functional needs repair"
"4887","functional needs repair"
"62128","non functional"
"62993","non functional"
"54823","functional needs repair"
"67336","functional"
"11461","functional needs repair"
"6405","non functional"
"3604","non functional"
"13496","non functional"
"69465","functional needs repair"
"52159","functional"
"62523","functional"
"12909","functional needs repair"
"9031","functional"
"38142","functional needs repair"
"9976","functional"
"12457","functional needs repair"
"83","non functional"
"41441","functional needs repair"
"37002","non functional"
"14445","functional needs repair"
"49312","non functional"
"37763","functional"
"18581","functional"
"17791","functional"
"37664","functional"
"55316","non functional"
"67418","functional needs repair"
"62465","functional needs repair"
"8682","functional"
"18905","non functional"
"8129","functional needs repair"
"6490","functional"
"58222","functional"
"26087","functional needs repair"
"54721","functional"
"2986","functional"
"62250","functional needs repair"
"13215","functional needs repair"
"40638","non functional"
"52286","functional needs repair"
"56328","functional needs repair"
"66140","functional"
"73270","non functional"
"46918","functional"
"37800","non functional"
"42236","non functional"
"57022","non functional"
"32769","functional"
"60417","non functional"
"18381","functional"
"45799","functional"
"16607","non functional"
"34727","functional"
"65469","functional needs repair"
"44913","non functional"
"50367","non functional"
"50806","non functional"
"40770","functional"
"3166","functional needs repair"
"43932","functional needs repair"
"9054","functional"
"3088","functional"
"55589","functional"
"56199","non functional"
"43749","functional"
"70409","functional needs repair"
"47010","functional needs repair"
"30427","functional needs repair"
"31052","functional needs repair"
"14338","functional needs repair"
"53535","functional needs repair"
"54524","functional"
"34913","functional needs repair"
"70918","functional needs repair"
"55805","functional"
"46480","non functional"
"6477","functional"
"68683","functional"
"64153","functional"
"5836","functional needs repair"
"47654","functional"
"47513","functional needs repair"
"70105","functional"
"65915","non functional"
"72961","functional"
"20292","functional needs repair"
"9641","functional"
"43467","functional"
"34468","functional"
"24910","functional needs repair"
"59441","functional needs repair"
"73772","functional needs repair"
"67356","non functional"
"5377","functional"
"56133","functional"
"38004","non functional"
"65662","non functional"
"68465","functional"
"9610","functional needs repair"
"13502","functional"
"53131","functional needs repair"
"43862","functional"
"41294","functional"
"29623","functional"
"73956","functional needs repair"
"69743","functional needs repair"
"54200","non functional"
"24857","functional"
"46305","non functional"
"26411","non functional"
"62264","functional"
"31079","non functional"
"43949","non functional"
"10433","functional needs repair"
"26672","non functional"
"21265","functional"
"10059","functional"
"60084","non functional"
"53252","functional needs repair"
"32035","functional needs repair"
"72898","functional needs repair"
"34460","functional"
"68561","non functional"
"20908","functional needs repair"
"34485","non functional"
"58522","non functional"
"19340","functional needs repair"
"24072","non functional"
"1597","functional needs repair"
"21617","non functional"
"4294","functional needs repair"
"62458","non functional"
"60703","functional"
"54351","non functional"
"3655","non functional"
"52100","non functional"
"35989","functional needs repair"
"34759","non functional"
"55209","functional"
"21606","non functional"
"20748","non functional"
"73003","functional needs repair"
"29246","functional needs repair"
"29896","non functional"
"30122","non functional"
"37159","non functional"
"62494","functional"
"54202","functional needs repair"
"60549","non functional"
"63553","functional needs repair"
"13980","non functional"
"56243","functional"
"23544","non functional"
"73601","functional needs repair"
"13232","non functional"
"24549","non functional"
"49792","functional"
"36789","non functional"
"40035","functional"
"70871","non functional"
"53126","non functional"
"57744","non functional"
"30902","functional"
"40155","functional"
"55484","functional needs repair"
"12965","functional"
"1862","functional needs repair"
"9531","functional needs repair"
"21824","functional"
"63103","functional"
"66838","functional"
"39758","functional"
"15287","non functional"
"14628","non functional"
"12434","functional"
"39114","functional needs repair"
"26802","functional needs repair"
"17956","functional"
"9652","functional"
"73221","non functional"
"30495","functional"
"25095","functional needs repair"
"37362","functional"
"30853","functional"
"37450","functional needs repair"
"7709","functional needs repair"
"71149","non functional"
"65429","functional"
"2279","functional"
"58659","non functional"
"56347","functional needs repair"
"48037","functional needs repair"
"304","functional"
"60334","functional"
"35035","functional needs repair"
"1632","functional"
"68282","functional"
"52597","functional"
"2155","functional needs repair"
"56324","functional"
"53263","functional needs repair"
"66283","non functional"
"68297","functional needs repair"
"66942","functional"
"408","functional"
"40180","functional"
"16240","functional"
"24437","non functional"
"6210","non functional"
"65242","functional needs repair"
"24615","functional needs repair"
"55748","non functional"
"10808","functional"
"49461","functional needs repair"
"10187","functional needs repair"
"30169","functional"
"45003","functional needs repair"
"29475","non functional"
"67368","functional"
"65354","non functional"
"59864","functional"
"36107","non functional"
"17670","functional"
"45099","functional needs repair"
"33315","non functional"
"1798","non functional"
"15625","functional needs repair"
"71041","non functional"
"14802","functional"
"70723","non functional"
"36579","non functional"
"55771","functional needs repair"
"11291","non functional"
"53452","functional"
"73294","functional"
"42193","functional"
"22069","functional needs repair"
"32094","non functional"
"33954","functional needs repair"
"65569","non functional"
"14971","functional"
"53392","non functional"
"38014","non functional"
"47887","functional"
"427","functional needs repair"
"47187","functional needs repair"
"57770","functional needs repair"
"35802","functional"
"5807","functional needs repair"
"29766","functional"
"69039","functional needs repair"
"25933","functional needs repair"
"71281","functional needs repair"
"66591","functional"
"44836","functional"
"70648","functional"
"24112","non functional"
"53139","non functional"
"16115","non functional"
"12360","functional needs repair"
"10119","non functional"
"6607","functional needs repair"
"17198","non functional"
"57604","functional"
"15591","non functional"
"35030","non functional"
"1602","functional needs repair"
"44175","functional"
"34772","non functional"
"60568","functional needs repair"
"30334","non functional"
"46063","functional"
"68082","non functional"
"51738","non functional"
"263","non functional"
"34532","functional"
"18645","functional needs repair"
"1137","non functional"
"8187","functional needs repair"
"59135","functional"
"23404","functional"
"33150","functional"
"18511","functional"
"73329","non functional"
"73192","functional"
"67741","non functional"
"43292","functional"
"72788","non functional"
"61551","functional"
"17789","non functional"
"40009","functional needs repair"
"33599","functional"
"18995","functional needs repair"
"42047","non functional"
"67141","non functional"
"1661","functional needs repair"
"54893","non functional"
"46857","functional needs repair"
"47355","non functional"
"71793","non functional"
"43387","functional"
"44743","non functional"
"33357","functional"
"21868","functional needs repair"
"29768","functional"
"42053","functional"
"26585","non functional"
"41862","functional"
"37361","functional needs repair"
"41897","non functional"
"42244","functional needs repair"
"55338","non functional"
"3315","non functional"
"62411","functional needs repair"
"44380","functional needs repair"
"67518","functional"
"14299","functional"
"49562","functional"
"56390","non functional"
"6721","functional"
"45466","non functional"
"34430","functional needs repair"
"25314","functional"
"14119","non functional"
"8218","functional"
"58826","functional"
"3347","functional needs repair"
"65209","functional needs repair"
"15149","functional needs repair"
"58611","non functional"
"48750","functional"
"35674","non functional"
"41961","non functional"
"48812","non functional"
"60551","functional needs repair"
"42318","functional needs repair"
"17295","functional needs repair"
"3024","functional needs repair"
"31612","non functional"
"19598","functional needs repair"
"71357","functional"
"56135","non functional"
"64604","non functional"
"25672","non functional"
"44392","functional"
"48738","functional needs repair"
"58474","functional"
"37377","functional"
"40319","functional"
"38029","non functional"
"53170","functional needs repair"
"50190","non functional"
"66802","non functional"
"74030","functional"
"14612","functional needs repair"
"39928","functional needs repair"
"7471","functional"
"48430","non functional"
"34984","functional needs repair"
"8786","non functional"
"2751","functional"
"60578","non functional"
"17632","functional"
"20077","functional"
"49407","functional needs repair"
"20427","functional needs repair"
"71368","functional needs repair"
"71308","functional"
"18764","functional"
"9785","functional"
"1743","functional needs repair"
"49976","non functional"
"5142","functional needs repair"
"13224","non functional"
"38073","non functional"
"35711","functional needs repair"
"3988","functional needs repair"
"9205","non functional"
"46171","non functional"
"15001","functional"
"33206","functional"
"46425","non functional"
"74099","functional"
"14041","non functional"
"43989","non functional"
"28795","functional"
"50777","functional"
"3325","functional needs repair"
"42215","functional needs repair"
"29920","non functional"
"42826","functional"
"55212","non functional"
"39537","non functional"
"43814","functional"
"58252","functional needs repair"
"48764","non functional"
"66818","non functional"
"30532","functional needs repair"
"53458","functional"
"50722","functional"
"18154","non functional"
"17719","non functional"
"5930","functional needs repair"
"57520","non functional"
"51351","non functional"
"66807","functional"
"43438","functional"
"20409","non functional"
"28130","functional"
"71135","functional"
"30875","functional"
"9213","functional needs repair"
"33341","functional"
"51458","non functional"
"7648","functional needs repair"
"63666","functional needs repair"
"21366","functional"
"18911","functional"
"61076","functional needs repair"
"26404","functional needs repair"
"38350","functional"
"16368","functional"
"20258","non functional"
"7859","functional needs repair"
"4405","functional needs repair"
"13917","functional needs repair"
"37518","functional needs repair"
"16777","functional needs repair"
"60400","non functional"
"10073","functional"
"13350","non functional"
"49688","functional needs repair"
"13955","functional needs repair"
"40918","functional"
"13226","functional needs repair"
"58334","functional"
"17545","non functional"
"59015","functional needs repair"
"3374","non functional"
"24887","non functional"
"38209","functional"
"46723","non functional"
"62578","functional needs repair"
"55412","non functional"
"73903","non functional"
"52049","non functional"
"5862","functional needs repair"
"15371","functional needs repair"
"47621","functional needs repair"
"21218","functional needs repair"
"71567","functional"
"65260","functional needs repair"
"6153","non functional"
"34233","functional"
"873","non functional"
"24567","functional needs repair"
"20024","functional"
"46539","non functional"
"14635","functional"
"29072","functional"
"35356","functional"
"936","non functional"
"68838","non functional"
"69715","functional needs repair"
"21190","functional needs repair"
"32469","functional needs repair"
"73330","functional needs repair"
"56572","functional"
"69285","non functional"
"2874","non functional"
"16767","non functional"
"59037","non functional"
"9209","non functional"
"48673","non functional"
"11376","functional needs repair"
"63473","functional needs repair"
"33718","functional needs repair"
"64374","functional"
"20557","non functional"
"63068","functional"
"40865","functional needs repair"
"247","functional needs repair"
"22514","functional"
"69849","functional"
"33102","functional"
"30549","non functional"
"16753","functional"
"71400","non functional"
"33403","functional needs repair"
"21798","functional needs repair"
"20721","non functional"
"32707","functional"
"2923","functional"
"67831","functional"
"59754","functional needs repair"
"35196","functional"
"26403","non functional"
"38262","functional"
"47746","functional needs repair"
"15274","functional needs repair"
"31525","functional"
"60960","functional needs repair"
"65784","functional needs repair"
"62754","functional"
"29093","non functional"
"34854","functional needs repair"
"48681","non functional"
"10776","functional needs repair"
"6743","non functional"
"45227","functional"
"30267","non functional"
"23140","functional needs repair"
"57490","non functional"
"4504","functional"
"19727","functional"
"71984","functional"
"43209","functional"
"72753","functional"
"61572","functional"
"18543","non functional"
"56348","functional needs repair"
"66707","non functional"
"7133","functional"
"46267","non functional"
"68267","functional"
"37601","functional"
"31118","functional"
"54582","functional needs repair"
"50499","functional"
"73245","functional needs repair"
"43554","non functional"
"44886","functional"
"58787","functional"
"65470","non functional"
"66541","functional needs repair"
"62766","functional"
"29942","non functional"
"65418","functional needs repair"
"36825","functional"
"24795","functional"
"34639","functional"
"25307","non functional"
"6492","non functional"
"71237","functional"
"14515","functional needs repair"
"12655","functional needs repair"
"9102","functional"
"55517","functional"
"57681","functional"
"7417","non functional"
"4109","functional"
"23934","functional"
"61236","functional"
"69600","functional needs repair"
"7298","non functional"
"53236","functional"
"45783","functional needs repair"
"60624","functional needs repair"
"1003","functional needs repair"
"68752","functional"
"63430","non functional"
"50781","non functional"
"73116","functional needs repair"
"55839","non functional"
"36337","functional needs repair"
"60805","functional"
"39460","non functional"
"8652","functional"
"2082","non functional"
"33838","functional"
"30167","functional"
"58613","functional"
"59808","functional"
"40549","functional"
"51032","functional needs repair"
"4970","functional needs repair"
"31718","functional"
"7448","functional"
"33039","non functional"
"18162","functional needs repair"
"54947","functional"
"25673","functional"
"7034","non functional"
"39121","functional needs repair"
"16592","functional needs repair"
"58164","functional needs repair"
"11108","functional"
"57046","functional needs repair"
"65501","functional"
"15535","functional needs repair"
"39945","functional"
"62107","non functional"
"19229","functional needs repair"
"18398","functional"
"60414","functional"
"22608","functional"
"72902","non functional"
"14785","functional needs repair"
"56454","functional needs repair"
"31862","functional"
"68861","non functional"
"2418","non functional"
"74010","functional"
"63813","functional"
"27645","functional needs repair"
"73011","functional needs repair"
"9092","functional"
"66593","functional"
"16257","functional"
"37407","functional"
"38761","non functional"
"73633","functional"
"54435","non functional"
"3892","non functional"
"30201","functional"
"66363","functional needs repair"
"73327","non functional"
"32743","functional"
"5390","non functional"
"33240","functional needs repair"
"32675","non functional"
"37836","functional needs repair"
"67404","functional needs repair"
"28539","functional needs repair"
"66098","functional"
"1420","non functional"
"15260","functional"
"59666","functional needs repair"
"59841","non functional"
"70159","functional needs repair"
"32808","functional"
"6351","functional"
"39453","non functional"
"8670","functional"
"46548","functional needs repair"
"12409","non functional"
"47267","non functional"
"34963","functional needs repair"
"71579","functional"
"50979","functional"
"10509","non functional"
"55581","functional needs repair"
"5667","functional"
"66458","functional"
"37668","functional needs repair"
"59805","functional"
"32419","non functional"
"28922","functional needs repair"
"69611","functional"
"32593","functional needs repair"
"7385","functional"
"71543","functional"
"72016","functional"
"30969","non functional"
"27652","functional"
"26374","non functional"
"2102","functional"
"31936","non functional"
"10668","non functional"
"56611","functional needs repair"
"14842","non functional"
"67294","non functional"
"61106","functional needs repair"
"61693","functional"
"18196","functional"
"27990","non functional"
"17475","functional needs repair"
"19280","functional needs repair"
"43449","non functional"
"5510","functional"
"9456","functional"
"20064","functional"
"5036","functional"
"23634","functional needs repair"
"32625","non functional"
"232","functional"
"20621","functional needs repair"
"73340","functional"
"41313","functional"
"19027","functional"
"59172","functional needs repair"
"13918","non functional"
"32798","functional needs repair"
"72071","non functional"
"59642","functional"
"25338","functional"
"7263","non functional"
"5181","functional needs repair"
"36311","non functional"
"41021","functional"
"25507","functional"
"13061","non functional"
"62816","functional"
"34508","non functional"
"72432","non functional"
"6206","functional"
"38985","functional needs repair"
"1344","functional"
"56627","non functional"
"29762","non functional"
"40935","non functional"
"25881","functional"
"66780","functional needs repair"
"70833","non functional"
"59072","non functional"
"48905","non functional"
"37413","non functional"
"55075","non functional"
"43785","functional needs repair"
"6186","non functional"
"20044","functional needs repair"
"45487","functional needs repair"
"62706","functional needs repair"
"67613","functional"
"30321","non functional"
"48653","functional"
"71656","functional"
"60220","functional"
"6635","functional"
"73843","non functional"
"48882","non functional"
"47930","functional"
"34624","functional"
"15439","non functional"
"72388","functional"
"48756","non functional"
"27367","non functional"
"22477","functional"
"3332","functional"
"35824","functional"
"63880","non functional"
"18313","functional"
"68254","non functional"
"42512","non functional"
"25022","functional needs repair"
"69433","non functional"
"25885","non functional"
"37208","non functional"
"2407","non functional"
"37908","non functional"
"45697","functional"
"38717","non functional"
"17405","non functional"
"9968","non functional"
"41889","functional"
"32909","functional needs repair"
"64988","functional"
"56035","functional"
"42184","non functional"
"50180","functional"
"57915","non functional"
"50236","non functional"
"38455","non functional"
"27152","non functional"
"37521","functional needs repair"
"8563","non functional"
"4711","functional"
"34441","functional"
"72653","functional"
"61528","functional needs repair"
"8474","functional needs repair"
"23513","functional"
"39096","non functional"
"55208","functional needs repair"
"26686","non functional"
"4513","functional"
"39903","non functional"
"13798","non functional"
"6638","non functional"
"69443","functional needs repair"
"11109","functional needs repair"
"24523","non functional"
"74173","functional"
"10470","functional"
"73788","functional"
"10236","functional"
"69050","functional"
"12138","functional"
"62171","functional needs repair"
"23838","functional needs repair"
"7231","functional needs repair"
"21795","functional needs repair"
"38367","functional"
"1183","functional"
"21848","functional"
"68794","non functional"
"72469","functional needs repair"
"32979","functional needs repair"
"57277","functional"
"8557","functional"
"32431","non functional"
"68921","non functional"
"13624","non functional"
"36372","non functional"
"38226","functional"
"69948","functional"
"40076","functional"
"55444","functional"
"62398","functional needs repair"
"48400","non functional"
"72608","non functional"
"10086","non functional"
"40852","functional needs repair"
"5468","functional needs repair"
"33190","functional"
"14564","functional"
"14869","functional needs repair"
"51708","functional"
"71977","functional needs repair"
"6962","non functional"
"63879","functional"
"20272","functional needs repair"
"32573","functional needs repair"
"60548","non functional"
"5993","functional needs repair"
"17916","non functional"
"6751","non functional"
"63986","functional"
"21389","functional"
"73177","functional needs repair"
"47751","non functional"
"45035","functional"
"3173","functional"
"49432","functional needs repair"
"48141","non functional"
"15138","non functional"
"62090","functional needs repair"
"44294","non functional"
"44835","functional needs repair"
"54139","non functional"
"2495","non functional"
"55173","non functional"
"14007","functional needs repair"
"53406","functional needs repair"
"30316","functional"
"21429","non functional"
"62649","functional"
"1558","non functional"
"57346","non functional"
"29688","functional needs repair"
"48701","functional"
"38968","functional"
"18570","non functional"
"7004","functional"
"51189","non functional"
"11932","functional"
"70807","functional"
"24697","functional"
"23607","non functional"
"2725","non functional"
"18477","functional"
"45921","functional"
"27751","non functional"
"11794","non functional"
"36238","non functional"
"71905","functional"
"22407","functional"
"9988","functional"
"32999","non functional"
"62709","functional"
"4103","non functional"
"32031","non functional"
"17020","functional needs repair"
"64049","functional"
"15202","non functional"
"54892","non functional"
"43269","functional"
"4618","functional needs repair"
"36531","non functional"
"55205","non functional"
"10357","functional"
"54833","functional needs repair"
"34051","functional"
"40950","functional"
"39236","functional"
"36553","non functional"
"58726","non functional"
"36833","non functional"
"31929","functional needs repair"
"43134","functional needs repair"
"73212","functional needs repair"
"55786","functional needs repair"
"71695","functional needs repair"
"2884","functional"
"39952","functional"
"50042","non functional"
"36274","non functional"
"41219","functional"
"55158","non functional"
"50557","non functional"
"50278","functional"
"42758","non functional"
"23619","functional needs repair"
"5557","non functional"
"63793","functional needs repair"
"28098","functional needs repair"
"65379","functional needs repair"
"60409","functional"
"51144","non functional"
"58047","non functional"
"65689","non functional"
"53232","non functional"
"29670","functional needs repair"
"27788","functional needs repair"
"4177","non functional"
"56600","functional"
"28153","non functional"
"65805","functional needs repair"
"44941","non functional"
"39064","functional needs repair"
"71475","functional needs repair"
"38779","functional needs repair"
"27014","functional needs repair"
"1666","functional"
"56113","functional"
"52151","functional"
"17362","non functional"
"60418","functional needs repair"
"8056","non functional"
"21412","non functional"
"51482","functional"
"20255","non functional"
"8231","non functional"
"42028","non functional"
"45143","functional"
"15903","non functional"
"27868","non functional"
"52875","functional"
"58861","functional"
"47215","functional needs repair"
"74007","functional"
"17130","functional needs repair"
"33781","non functional"
"41964","functional needs repair"
"54373","functional needs repair"
"64401","non functional"
"60230","functional"
"34010","non functional"
"50437","functional"
"32418","functional"
"39701","functional"
"100","non functional"
"60225","non functional"
"48074","functional"
"67667","functional needs repair"
"40255","functional"
"32098","functional needs repair"
"22920","non functional"
"18965","functional needs repair"
"47440","functional"
"11135","functional"
"47498","functional needs repair"
"48973","non functional"
"3430","non functional"
"18302","non functional"
"48378","functional"
"52348","non functional"
"66811","functional needs repair"
"62512","functional"
"53350","functional"
"59668","functional"
"28773","functional"
"60419","functional needs repair"
"11105","non functional"
"18575","functional needs repair"
"58045","non functional"
"38858","non functional"
"18497","functional"
"790","functional needs repair"
"23094","non functional"
"44515","functional"
"16613","functional"
"6060","functional needs repair"
"65332","functional"
"17058","functional"
"39288","functional needs repair"
"30515","functional"
"4680","non functional"
"60998","functional needs repair"
"50560","functional needs repair"
"21892","functional"
"58791","functional"
"61369","non functional"
"35496","functional"
"3455","functional"
"50927","non functional"
"23923","functional"
"53428","functional"
"4972","functional"
"7299","functional needs repair"
"35530","non functional"
"25574","non functional"
"37395","non functional"
"11519","non functional"
"51751","functional needs repair"
"4692","functional needs repair"
"67733","functional"
"63243","functional needs repair"
"13209","functional"
"56158","functional"
"57466","non functional"
"24805","functional"
"13175","non functional"
"45458","functional"
"61168","functional"
"30529","functional needs repair"
"39736","functional needs repair"
"65319","functional needs repair"
"74132","functional"
"40091","functional"
"42599","functional"
"2796","functional needs repair"
"56951","functional needs repair"
"73499","functional"
"24219","functional needs repair"
"10905","functional"
"62780","non functional"
"73750","functional needs repair"
"22997","non functional"
"70130","non functional"
"67009","functional needs repair"
"18610","non functional"
"27274","functional"
"15506","non functional"
"31350","functional"
"6648","functional needs repair"
"43803","non functional"
"55500","non functional"
"13986","functional"
"34336","non functional"
"63118","functional needs repair"
"65821","functional needs repair"
"22918","functional"
"3251","non functional"
"29201","functional needs repair"
"43719","functional"
"69872","functional"
"72307","functional"
"63842","functional"
"66400","non functional"
"63743","functional needs repair"
"57662","functional"
"41590","functional needs repair"
"1028","functional"
"70386","functional"
"270","functional needs repair"
"7741","functional needs repair"
"51494","functional"
"15158","functional needs repair"
"17745","non functional"
"30694","functional"
"22353","functional needs repair"
"15999","functional needs repair"
"44899","functional needs repair"
"55378","functional"
"60844","non functional"
"10361","functional needs repair"
"10188","non functional"
"72490","non functional"
"47593","functional"
"7684","functional needs repair"
"220","non functional"
"54144","functional needs repair"
"23078","functional"
"58501","functional"
"6596","non functional"
"41353","functional needs repair"
"44020","functional"
"9845","functional needs repair"
"29175","non functional"
"7436","functional"
"12722","functional needs repair"
"43260","non functional"
"10174","non functional"
"56685","functional"
"71674","functional"
"65262","functional needs repair"
"50621","functional"
"23951","functional"
"20820","functional needs repair"
"42695","non functional"
"50858","non functional"
"19098","functional"
"35504","non functional"
"54849","functional"
"29922","functional needs repair"
"73657","non functional"
"40341","non functional"
"15360","functional needs repair"
"22181","functional"
"10558","functional needs repair"
"33690","non functional"
"12091","functional"
"19435","non functional"
"46554","non functional"
"8732","functional"
"72557","functional needs repair"
"54331","functional needs repair"
"24883","non functional"
"6212","non functional"
"71164","non functional"
"1955","functional needs repair"
"34357","functional needs repair"
"46113","functional needs repair"
"18804","functional needs repair"
"13895","non functional"
"62758","functional needs repair"
"54648","non functional"
"72980","non functional"
"44161","functional needs repair"
"58193","non functional"
"41792","functional"
"49261","non functional"
"59400","functional"
"65514","functional needs repair"
"34695","functional needs repair"
"30731","functional"
"16396","functional needs repair"
"74071","non functional"
"19087","functional"
"18929","functional"
"67835","functional needs repair"
"40700","non functional"
"46363","non functional"
"38284","functional needs repair"
"10859","non functional"
"33674","functional needs repair"
"33351","non functional"
"6000","functional needs repair"
"65777","non functional"
"69761","functional needs repair"
"50359","functional"
"25321","functional needs repair"
"62779","non functional"
"12193","functional needs repair"
"26931","functional"
"25739","non functional"
"60667","non functional"
"53203","functional needs repair"
"35047","functional needs repair"
"67273","functional"
"53993","functional"
"33057","functional"
"39913","functional"
"54585","non functional"
"57391","functional"
"56482","functional"
"21138","functional needs repair"
"59122","functional"
"52626","non functional"
"24427","functional needs repair"
"21877","functional needs repair"
"11175","functional needs repair"
"42524","functional needs repair"
"10208","functional needs repair"
"38066","non functional"
"72460","functional needs repair"
"71979","functional"
"32484","functional needs repair"
"3816","non functional"
"39136","functional needs repair"
"21963","non functional"
"3302","functional"
"5591","non functional"
"32619","non functional"
"44437","functional"
"2211","functional needs repair"
"60682","functional"
"35461","functional"
"4967","functional needs repair"
"40623","functional needs repair"
"23657","functional needs repair"
"63604","functional needs repair"
"36388","functional"
"62534","functional"
"36461","functional"
"21746","non functional"
"34330","functional needs repair"
"9231","functional"
"34543","functional needs repair"
"33628","functional needs repair"
"21770","functional needs repair"
"28678","non functional"
"19013","non functional"
"10561","non functional"
"57113","functional needs repair"
"31470","functional needs repair"
"14287","non functional"
"65106","functional"
"57957","functional needs repair"
"39551","functional"
"23716","functional needs repair"
"10777","functional needs repair"
"54436","functional"
"16031","non functional"
"48344","functional"
"61570","non functional"
"4872","functional needs repair"
"42546","functional needs repair"
"4453","functional needs repair"
"56558","non functional"
"37225","functional needs repair"
"28884","functional"
"39846","non functional"
"60331","non functional"
"22740","functional"
"9185","functional needs repair"
"29671","non functional"
"35023","functional needs repair"
"68900","functional"
"43469","non functional"
"9278","functional needs repair"
"9113","non functional"
"47859","functional"
"35732","functional needs repair"
"18623","non functional"
"3257","functional needs repair"
"44249","functional needs repair"
"41407","non functional"
"22697","functional"
"29437","functional"
"40651","functional"
"32702","non functional"
"67020","non functional"
"41809","non functional"
"48125","functional needs repair"
"10523","functional"
"5383","non functional"
"67167","functional"
"29495","functional"
"67260","functional"
"726","non functional"
"33409","non functional"
"16916","functional needs repair"
"45300","functional needs repair"
"12557","functional needs repair"
"70099","functional needs repair"
"27532","functional needs repair"
"36215","non functional"
"48476","functional needs repair"
"69878","non functional"
"26155","non functional"
"68065","functional"
"25411","non functional"
"66919","non functional"
"40268","functional needs repair"
"64437","functional needs repair"
"60066","functional"
"23974","functional"
"31611","non functional"
"65998","non functional"
"54108","functional"
"30953","non functional"
"27039","functional"
"35535","non functional"
"6073","non functional"
"39489","functional needs repair"
"45024","functional"
"27758","functional"
"7177","functional needs repair"
"70088","non functional"
"41683","functional needs repair"
"62658","non functional"
"29750","functional"
"53215","functional"
"67131","functional"
"44809","functional needs repair"
"70157","non functional"
"6992","functional"
"3364","functional"
"54420","functional"
"12269","functional needs repair"
"16599","functional"
"26923","functional"
"19735","functional"
"45120","non functional"
"47564","functional"
"62286","functional needs repair"
